实验名称,检测方法,模板文件,模板分区,字段位置,字段名称,原模板内容,输入类型,字段键
金属内部质量X射线灰度分析,GB 17168,RECORD_R005_XRAY.docx,六、样品与图像信息汇总记录,表7-R9C3,样品状态（第8条）,□完好 □异常,checkbox,t6_r8_c2
金属内部质量X射线灰度分析,GB 17168,RECORD_R005_XRAY.docx,六、样品与图像信息汇总记录,表7-R9C4,图像文件编号（第8条）,,text,t6_r8_c3
金属内部质量X射线灰度分析,GB 17168,RECORD_R005_XRAY.docx,六、样品与图像信息汇总记录,表7-R9C5,摆放方向确认（第8条）,□咬合面朝下,checkbox,t6_r8_c4
金属内部质量X射线灰度分析,GB 17168,RECORD_R005_XRAY.docx,六、样品与图像信息汇总记录,表7-R9C6,孔型像质计显示（第8条）,□清晰 □不清,checkbox,t6_r8_c5
金属内部质量X射线灰度分析,GB 17168,RECORD_R005_XRAY.docx,六、样品与图像信息汇总记录,表7-R9C7,图像有效性（第8条）,□有效 □无效,checkbox,t6_r8_c6
金属内部质量X射线灰度分析,GB 17168,RECORD_R005_XRAY.docx,六、样品与图像信息汇总记录,表7-R9C8,是否复拍/原因（第8条）,□否 □是：____,checkbox,t6_r8_c7
金属内部质量X射线灰度分析,GB 17168,RECORD_R005_XRAY.docx,六、样品与图像信息汇总记录,表7-R10C1,样品编号（第9条）,,text,t6_r9_c0
金属内部质量X射线灰度分析,GB 17168,RECORD_R005_XRAY.docx,六、样品与图像信息汇总记录,表7-R10C2,样品名称/牙位（第9条）,,text,t6_r9_c1
金属内部质量X射线灰度分析,GB 17168,RECORD_R005_XRAY.docx,六、样品与图像信息汇总记录,表7-R10C3,样品状态（第9条）,□完好 □异常,checkbox,t6_r9_c2
金属内部质量X射线灰度分析,GB 17168,RECORD_R005_XRAY.docx,六、样品与图像信息汇总记录,表7-R10C4,图像文件编号（第9条）,,text,t6_r9_c3
金属内部质量X射线灰度分析,GB 17168,RECORD_R005_XRAY.docx,六、样品与图像信息汇总记录,表7-R10C5,摆放方向确认（第9条）,□咬合面朝下,checkbox,t6_r9_c4
金属内部质量X射线灰度分析,GB 17168,RECORD_R005_XRAY.docx,六、样品与图像信息汇总记录,表7-R10C6,孔型像质计显示（第9条）,□清晰 □不清,checkbox,t6_r9_c5
金属内部质量X射线灰度分析,GB 17168,RECORD_R005_XRAY.docx,六、样品与图像信息汇总记录,表7-R10C7,图像有效性（第9条）,□有效 □无效,checkbox,t6_r9_c6
金属内部质量X射线灰度分析,GB 17168,RECORD_R005_XRAY.docx,六、样品与图像信息汇总记录,表7-R10C8,是否复拍/原因（第9条）,□否 □是：____,checkbox,t6_r9_c7
金属内部质量X射线灰度分析,GB 17168,RECORD_R005_XRAY.docx,六、样品与图像信息汇总记录,表7-R11C1,样品编号（第10条）,,text,t6_r10_c0
金属内部质量X射线灰度分析,GB 17168,RECORD_R005_XRAY.docx,六、样品与图像信息汇总记录,表7-R11C2,样品名称/牙位（第10条）,,text,t6_r10_c1
金属内部质量X射线灰度分析,GB 17168,RECORD_R005_XRAY.docx,六、样品与图像信息汇总记录,表7-R11C3,样品状态（第10条）,□完好 □异常,checkbox,t6_r10_c2
金属内部质量X射线灰度分析,GB 17168,RECORD_R005_XRAY.docx,六、样品与图像信息汇总记录,表7-R11C4,图像文件编号（第10条）,,text,t6_r10_c3
金属内部质量X射线灰度分析,GB 17168,RECORD_R005_XRAY.docx,六、样品与图像信息汇总记录,表7-R11C5,摆放方向确认（第10条）,□咬合面朝下,checkbox,t6_r10_c4
金属内部质量X射线灰度分析,GB 17168,RECORD_R005_XRAY.docx,六、样品与图像信息汇总记录,表7-R11C6,孔型像质计显示（第10条）,□清晰 □不清,checkbox,t6_r10_c5
金属内部质量X射线灰度分析,GB 17168,RECORD_R005_XRAY.docx,六、样品与图像信息汇总记录,表7-R11C7,图像有效性（第10条）,□有效 □无效,checkbox,t6_r10_c6
金属内部质量X射线灰度分析,GB 17168,RECORD_R005_XRAY.docx,六、样品与图像信息汇总记录,表7-R11C8,是否复拍/原因（第10条）,□否 □是：____,checkbox,t6_r10_c7
金属内部质量X射线灰度分析,GB 17168,RECORD_R005_XRAY.docx,七、灰度测量记录表（单个样品/单张图像，可复制使用）,表8-R1C3,样品编号,,text,t7_r0_c2
金属内部质量X射线灰度分析,GB 17168,RECORD_R005_XRAY.docx,七、灰度测量记录表（单个样品/单张图像，可复制使用）,表8-R1C7,图像文件编号,,text,t7_r0_c6
金属内部质量X射线灰度分析,GB 17168,RECORD_R005_XRAY.docx,七、灰度测量记录表（单个样品/单张图像，可复制使用）,表8-R1C11,测量日期,____年__月__日,date,t7_r0_c10
金属内部质量X射线灰度分析,GB 17168,RECORD_R005_XRAY.docx,七、灰度测量记录表（单个样品/单张图像，可复制使用）,表8-R2C3,测量软件/版本,,text,t7_r1_c2
金属内部质量X射线灰度分析,GB 17168,RECORD_R005_XRAY.docx,七、灰度测量记录表（单个样品/单张图像，可复制使用）,表8-R2C7,测量人员,,text,t7_r1_c6
金属内部质量X射线灰度分析,GB 17168,RECORD_R005_XRAY.docx,七、灰度测量记录表（单个样品/单张图像，可复制使用）,表8-R2C11,复核人员,,text,t7_r1_c10
金属内部质量X射线灰度分析,GB 17168,RECORD_R005_XRAY.docx,七、灰度测量记录表（单个样品/单张图像，可复制使用）,表8-R3C3,ROI选择原则,□清晰均匀 □避开边缘 □避开孔洞边界 □避开伪影/污染点/划痕/异常亮暗斑,checkbox,t7_r2_c2
金属内部质量X射线灰度分析,GB 17168,RECORD_R005_XRAY.docx,七、灰度测量记录表（单个样品/单张图像，可复制使用）,表8-R3C11,测量单位/灰度类型,□软件灰度值 □密度辅助值,checkbox,t7_r2_c10
金属内部质量X射线灰度分析,GB 17168,RECORD_R005_XRAY.docx,七、灰度测量记录表（单个样品/单张图像，可复制使用）,表8-R4C3,图像处理说明,□未处理 □标注ROI □其他处理：_______； 原始图像已保留,checkbox,t7_r3_c2
金属内部质量X射线灰度分析,GB 17168,RECORD_R005_XRAY.docx,七、灰度测量记录表（单个样品/单张图像，可复制使用）,表8-R6C4,ROI-1,,text,t7_r5_c3
金属内部质量X射线灰度分析,GB 17168,RECORD_R005_XRAY.docx,七、灰度测量记录表（单个样品/单张图像，可复制使用）,表8-R6C6,ROI-1,,text,t7_r5_c5
金属内部质量X射线灰度分析,GB 17168,RECORD_R005_XRAY.docx,七、灰度测量记录表（单个样品/单张图像，可复制使用）,表8-R6C8,ROI-1,,text,t7_r5_c7
金属内部质量X射线灰度分析,GB 17168,RECORD_R005_XRAY.docx,七、灰度测量记录表（单个样品/单张图像，可复制使用）,表8-R6C10,ROI-1,,text,t7_r5_c9
金属内部质量X射线灰度分析,GB 17168,RECORD_R005_XRAY.docx,七、灰度测量记录表（单个样品/单张图像，可复制使用）,表8-R6C12,ROI-1,,text,t7_r5_c11
金属内部质量X射线灰度分析,GB 17168,RECORD_R005_XRAY.docx,七、灰度测量记录表（单个样品/单张图像，可复制使用）,表8-R7C4,ROI-2,,text,t7_r6_c3
金属内部质量X射线灰度分析,GB 17168,RECORD_R005_XRAY.docx,七、灰度测量记录表（单个样品/单张图像，可复制使用）,表8-R7C6,ROI-2,,text,t7_r6_c5
金属内部质量X射线灰度分析,GB 17168,RECORD_R005_XRAY.docx,七、灰度测量记录表（单个样品/单张图像，可复制使用）,表8-R7C8,ROI-2,,text,t7_r6_c7
金属内部质量X射线灰度分析,GB 17168,RECORD_R005_XRAY.docx,七、灰度测量记录表（单个样品/单张图像，可复制使用）,表8-R7C10,ROI-2,,text,t7_r6_c9
金属内部质量X射线灰度分析,GB 17168,RECORD_R005_XRAY.docx,七、灰度测量记录表（单个样品/单张图像，可复制使用）,表8-R7C12,ROI-2,,text,t7_r6_c11
金属内部质量X射线灰度分析,GB 17168,RECORD_R005_XRAY.docx,七、灰度测量记录表（单个样品/单张图像，可复制使用）,表8-R8C4,ROI-3,,text,t7_r7_c3
金属内部质量X射线灰度分析,GB 17168,RECORD_R005_XRAY.docx,七、灰度测量记录表（单个样品/单张图像，可复制使用）,表8-R8C6,ROI-3,,text,t7_r7_c5
金属内部质量X射线灰度分析,GB 17168,RECORD_R005_XRAY.docx,七、灰度测量记录表（单个样品/单张图像，可复制使用）,表8-R8C8,ROI-3,,text,t7_r7_c7
金属内部质量X射线灰度分析,GB 17168,RECORD_R005_XRAY.docx,七、灰度测量记录表（单个样品/单张图像，可复制使用）,表8-R8C10,ROI-3,,text,t7_r7_c9
金属内部质量X射线灰度分析,GB 17168,RECORD_R005_XRAY.docx,七、灰度测量记录表（单个样品/单张图像，可复制使用）,表8-R8C12,ROI-3,,text,t7_r7_c11
金属内部质量X射线灰度分析,GB 17168,RECORD_R005_XRAY.docx,七、灰度测量记录表（单个样品/单张图像，可复制使用）,表8-R9C4,0.1 mm,,text,t7_r8_c3
金属内部质量X射线灰度分析,GB 17168,RECORD_R005_XRAY.docx,七、灰度测量记录表（单个样品/单张图像，可复制使用）,表8-R9C6,0.1 mm,,text,t7_r8_c5
金属内部质量X射线灰度分析,GB 17168,RECORD_R005_XRAY.docx,七、灰度测量记录表（单个样品/单张图像，可复制使用）,表8-R9C8,0.1 mm,,text,t7_r8_c7
金属内部质量X射线灰度分析,GB 17168,RECORD_R005_XRAY.docx,七、灰度测量记录表（单个样品/单张图像，可复制使用）,表8-R9C10,0.1 mm,,text,t7_r8_c9
金属内部质量X射线灰度分析,GB 17168,RECORD_R005_XRAY.docx,七、灰度测量记录表（单个样品/单张图像，可复制使用）,表8-R9C12,0.1 mm,,text,t7_r8_c11
金属内部质量X射线灰度分析,GB 17168,RECORD_R005_XRAY.docx,七、灰度测量记录表（单个样品/单张图像，可复制使用）,表8-R10C4,0.2 mm,,text,t7_r9_c3
金属内部质量X射线灰度分析,GB 17168,RECORD_R005_XRAY.docx,七、灰度测量记录表（单个样品/单张图像，可复制使用）,表8-R10C6,0.2 mm,,text,t7_r9_c5
金属内部质量X射线灰度分析,GB 17168,RECORD_R005_XRAY.docx,七、灰度测量记录表（单个样品/单张图像，可复制使用）,表8-R10C8,0.2 mm,,text,t7_r9_c7
金属内部质量X射线灰度分析,GB 17168,RECORD_R005_XRAY.docx,七、灰度测量记录表（单个样品/单张图像，可复制使用）,表8-R10C10,0.2 mm,,text,t7_r9_c9
金属内部质量X射线灰度分析,GB 17168,RECORD_R005_XRAY.docx,七、灰度测量记录表（单个样品/单张图像，可复制使用）,表8-R10C12,0.2 mm,,text,t7_r9_c11
金属内部质量X射线灰度分析,GB 17168,RECORD_R005_XRAY.docx,七、灰度测量记录表（单个样品/单张图像，可复制使用）,表8-R11C4,0.3 mm,,text,t7_r10_c3
金属内部质量X射线灰度分析,GB 17168,RECORD_R005_XRAY.docx,七、灰度测量记录表（单个样品/单张图像，可复制使用）,表8-R11C6,0.3 mm,,text,t7_r10_c5
金属内部质量X射线灰度分析,GB 17168,RECORD_R005_XRAY.docx,七、灰度测量记录表（单个样品/单张图像，可复制使用）,表8-R11C8,0.3 mm,,text,t7_r10_c7
金属内部质量X射线灰度分析,GB 17168,RECORD_R005_XRAY.docx,七、灰度测量记录表（单个样品/单张图像，可复制使用）,表8-R11C10,0.3 mm,,text,t7_r10_c9
金属内部质量X射线灰度分析,GB 17168,RECORD_R005_XRAY.docx,七、灰度测量记录表（单个样品/单张图像，可复制使用）,表8-R11C12,0.3 mm,,text,t7_r10_c11
金属内部质量X射线灰度分析,GB 17168,RECORD_R005_XRAY.docx,七、灰度测量记录表（单个样品/单张图像，可复制使用）,表8-R12C4,0.4 mm,,text,t7_r11_c3
金属内部质量X射线灰度分析,GB 17168,RECORD_R005_XRAY.docx,七、灰度测量记录表（单个样品/单张图像，可复制使用）,表8-R12C6,0.4 mm,,text,t7_r11_c5
金属内部质量X射线灰度分析,GB 17168,RECORD_R005_XRAY.docx,七、灰度测量记录表（单个样品/单张图像，可复制使用）,表8-R12C8,0.4 mm,,text,t7_r11_c7
金属内部质量X射线灰度分析,GB 17168,RECORD_R005_XRAY.docx,七、灰度测量记录表（单个样品/单张图像，可复制使用）,表8-R12C10,0.4 mm,,text,t7_r11_c9
金属内部质量X射线灰度分析,GB 17168,RECORD_R005_XRAY.docx,七、灰度测量记录表（单个样品/单张图像，可复制使用）,表8-R12C12,0.4 mm,,text,t7_r11_c11
金属内部质量X射线灰度分析,GB 17168,RECORD_R005_XRAY.docx,七、灰度测量记录表（单个样品/单张图像，可复制使用）,表8-R13C4,0.5 mm,,text,t7_r12_c3
金属内部质量X射线灰度分析,GB 17168,RECORD_R005_XRAY.docx,七、灰度测量记录表（单个样品/单张图像，可复制使用）,表8-R13C6,0.5 mm,,text,t7_r12_c5
金属内部质量X射线灰度分析,GB 17168,RECORD_R005_XRAY.docx,七、灰度测量记录表（单个样品/单张图像，可复制使用）,表8-R13C8,0.5 mm,,text,t7_r12_c7
金属内部质量X射线灰度分析,GB 17168,RECORD_R005_XRAY.docx,七、灰度测量记录表（单个样品/单张图像，可复制使用）,表8-R13C10,0.5 mm,,text,t7_r12_c9
金属内部质量X射线灰度分析,GB 17168,RECORD_R005_XRAY.docx,七、灰度测量记录表（单个样品/单张图像，可复制使用）,表8-R13C12,0.5 mm,,text,t7_r12_c11
金属内部质量X射线灰度分析,GB 17168,RECORD_R005_XRAY.docx,七、灰度测量记录表（单个样品/单张图像，可复制使用）,表8-R14C4,0.6 mm,,text,t7_r13_c3
金属内部质量X射线灰度分析,GB 17168,RECORD_R005_XRAY.docx,七、灰度测量记录表（单个样品/单张图像，可复制使用）,表8-R14C6,0.6 mm,,text,t7_r13_c5
金属内部质量X射线灰度分析,GB 17168,RECORD_R005_XRAY.docx,七、灰度测量记录表（单个样品/单张图像，可复制使用）,表8-R14C8,0.6 mm,,text,t7_r13_c7
金属内部质量X射线灰度分析,GB 17168,RECORD_R005_XRAY.docx,七、灰度测量记录表（单个样品/单张图像，可复制使用）,表8-R14C10,0.6 mm,,text,t7_r13_c9
金属内部质量X射线灰度分析,GB 17168,RECORD_R005_XRAY.docx,七、灰度测量记录表（单个样品/单张图像，可复制使用）,表8-R14C12,0.6 mm,,text,t7_r13_c11
金属内部质量X射线灰度分析,GB 17168,RECORD_R005_XRAY.docx,七、灰度测量记录表（单个样品/单张图像，可复制使用）,表8-R15C4,0.7 mm,,text,t7_r14_c3
金属内部质量X射线灰度分析,GB 17168,RECORD_R005_XRAY.docx,七、灰度测量记录表（单个样品/单张图像，可复制使用）,表8-R15C6,0.7 mm,,text,t7_r14_c5
金属内部质量X射线灰度分析,GB 17168,RECORD_R005_XRAY.docx,七、灰度测量记录表（单个样品/单张图像，可复制使用）,表8-R15C8,0.7 mm,,text,t7_r14_c7
金属内部质量X射线灰度分析,GB 17168,RECORD_R005_XRAY.docx,七、灰度测量记录表（单个样品/单张图像，可复制使用）,表8-R15C10,0.7 mm,,text,t7_r14_c9
金属内部质量X射线灰度分析,GB 17168,RECORD_R005_XRAY.docx,七、灰度测量记录表（单个样品/单张图像，可复制使用）,表8-R15C12,0.7 mm,,text,t7_r14_c11
金属内部质量X射线灰度分析,GB 17168,RECORD_R005_XRAY.docx,七、灰度测量记录表（单个样品/单张图像，可复制使用）,表8-R16C4,0.8 mm,,text,t7_r15_c3
金属内部质量X射线灰度分析,GB 17168,RECORD_R005_XRAY.docx,七、灰度测量记录表（单个样品/单张图像，可复制使用）,表8-R16C6,0.8 mm,,text,t7_r15_c5
金属内部质量X射线灰度分析,GB 17168,RECORD_R005_XRAY.docx,七、灰度测量记录表（单个样品/单张图像，可复制使用）,表8-R16C8,0.8 mm,,text,t7_r15_c7
金属内部质量X射线灰度分析,GB 17168,RECORD_R005_XRAY.docx,七、灰度测量记录表（单个样品/单张图像，可复制使用）,表8-R16C10,0.8 mm,,text,t7_r15_c9
金属内部质量X射线灰度分析,GB 17168,RECORD_R005_XRAY.docx,七、灰度测量记录表（单个样品/单张图像，可复制使用）,表8-R16C12,0.8 mm,,text,t7_r15_c11
金属内部质量X射线灰度分析,GB 17168,RECORD_R005_XRAY.docx,七、灰度测量记录表（单个样品/单张图像，可复制使用）,表8-R17C4,0.9 mm,,text,t7_r16_c3
金属内部质量X射线灰度分析,GB 17168,RECORD_R005_XRAY.docx,七、灰度测量记录表（单个样品/单张图像，可复制使用）,表8-R17C6,0.9 mm,,text,t7_r16_c5
金属内部质量X射线灰度分析,GB 17168,RECORD_R005_XRAY.docx,七、灰度测量记录表（单个样品/单张图像，可复制使用）,表8-R17C8,0.9 mm,,text,t7_r16_c7
金属内部质量X射线灰度分析,GB 17168,RECORD_R005_XRAY.docx,七、灰度测量记录表（单个样品/单张图像，可复制使用）,表8-R17C10,0.9 mm,,text,t7_r16_c9
金属内部质量X射线灰度分析,GB 17168,RECORD_R005_XRAY.docx,七、灰度测量记录表（单个样品/单张图像，可复制使用）,表8-R17C12,0.9 mm,,text,t7_r16_c11
金属内部质量X射线灰度分析,GB 17168,RECORD_R005_XRAY.docx,七、灰度测量记录表（单个样品/单张图像，可复制使用）,表8-R18C4,1.0 mm,,text,t7_r17_c3
金属内部质量X射线灰度分析,GB 17168,RECORD_R005_XRAY.docx,七、灰度测量记录表（单个样品/单张图像，可复制使用）,表8-R18C6,1.0 mm,,text,t7_r17_c5
金属内部质量X射线灰度分析,GB 17168,RECORD_R005_XRAY.docx,七、灰度测量记录表（单个样品/单张图像，可复制使用）,表8-R18C8,1.0 mm,,text,t7_r17_c7
金属内部质量X射线灰度分析,GB 17168,RECORD_R005_XRAY.docx,七、灰度测量记录表（单个样品/单张图像，可复制使用）,表8-R18C10,1.0 mm,,text,t7_r17_c9
金属内部质量X射线灰度分析,GB 17168,RECORD_R005_XRAY.docx,七、灰度测量记录表（单个样品/单张图像，可复制使用）,表8-R18C12,1.0 mm,,text,t7_r17_c11
